10.0,0.0
9.87,1.6
9.49,3.17
8.85,4.65
7.99,6.01
6.93,7.21
5.68,8.23
4.29,9.03
2.78,9.61
1.21,9.93
-0.4,9.99
-2.0,9.8
-3.55,9.35
-5.0,8.66
-6.32,7.75
-7.49,6.63
-8.45,5.34
-9.2,3.92
-9.71,2.39
-9.97,0.8
-9.97,-0.8
-9.71,-2.39
-9.2,-3.92
-8.45,-5.34
-7.49,-6.63
-6.32,-7.75
-5.0,-8.66
-3.55,-9.35
-2.0,-9.8
-0.4,-9.99
1.21,-9.93
2.78,-9.61
4.29,-9.03
5.68,-8.23
6.93,-7.21
7.99,-6.01
8.85,-4.65
9.49,-3.17
9.87,-1.6
10.0,-0.0
